task_id,field,db,api,dom,verdict
t_daed5e85,assignee,premium,premium,P,PARTIAL_INITIAL_ONLY
t_daed5e85,lane,NULL,NULL,NULL,N/A_NO_TASK_OR_API_FIELD
t_daed5e85,priority,0,0,NULL,IMPLICIT_ZERO
t_daed5e85,cost_effective_usd,0.13791314999999998,0.13791314999999998,"$0,14",MATCH
t_daed5e85,comment_count,2,2,NULL,OMITTED_NONZERO
t_daed5e85,link_parents,1,1,NULL,OMITTED_NONZERO
t_daed5e85,link_children,2,2,2,MATCH
t_daed5e85,progress,"{""done"": 2, ""total"": 2}","{""done"": 2, ""total"": 2}",2/2,MATCH
t_daed5e85,created_at,1783049733,1783049733,NULL,OMITTED_NON_NULL
t_daed5e85,started_at,1783061039,1783061039,NULL,OMITTED_NON_NULL
t_daed5e85,completed_at,1783062567,1783062567,NULL,OMITTED_NON_NULL
t_daed5e85,due_at,NULL,NULL,NULL,IMPLICIT_NULL
t_daed5e85,last_heartbeat_at,1783062508,1783062508,NULL,OMITTED_NON_NULL
t_c17a32a7,title,Review-Urteil zum Hebel,Review-Urteil zum Hebel,Review-Urteil zum Hebel,MATCH
t_c17a32a7,status,done,done,done,MATCH
t_c17a32a7,assignee,reviewer,reviewer,R,PARTIAL_INITIAL_ONLY
t_c17a32a7,lane,NULL,NULL,NULL,N/A_NO_TASK_OR_API_FIELD
t_c17a32a7,priority,0,0,NULL,IMPLICIT_ZERO
t_c17a32a7,cost_effective_usd,0.0,0.0,NULL,IMPLICIT_ZERO_OR_NULL
t_c17a32a7,comment_count,1,1,NULL,OMITTED_NONZERO
t_c17a32a7,link_parents,1,1,NULL,OMITTED_NONZERO
t_c17a32a7,link_children,1,1,1,MATCH
t_c17a32a7,progress,"{""done"": 1, ""total"": 1}","{""done"": 1, ""total"": 1}",1/1,MATCH
t_c17a32a7,created_at,1783049733,1783049733,NULL,OMITTED_NON_NULL
t_c17a32a7,started_at,1783062616,1783062616,NULL,OMITTED_NON_NULL
t_c17a32a7,completed_at,1783063029,1783063029,NULL,OMITTED_NON_NULL
t_c17a32a7,due_at,NULL,NULL,NULL,IMPLICIT_NULL
t_c17a32a7,last_heartbeat_at,1783062994,1783062994,NULL,OMITTED_NON_NULL
t_6f961962,title,"PlanSpec ESCALATION-OPERATOR-GATE-DECLASSIFY: Operator-Gates (held-before-release, operator_question) nicht als Heiler-Fehler zaehlen","PlanSpec ESCALATION-OPERATOR-GATE-DECLASSIFY: Operator-Gates (held-before-release, operator_question) nicht als Heiler-Fehler zaehlen","PlanSpec ESCALATION-OPERATOR-GATE-DECLASSIFY: Operator-Gates (held-before-release, operator_question) nicht als Heiler-Fehler zaehlen",MATCH
t_6f961962,status,done,done,done,MATCH
t_6f961962,assignee,NULL,NULL,?,MATCH_NULL_MARKER
t_6f961962,lane,NULL,NULL,NULL,N/A_NO_TASK_OR_API_FIELD
t_6f961962,priority,0,0,NULL,IMPLICIT_ZERO
t_6f961962,cost_effective_usd,0.0,0.0,NULL,IMPLICIT_ZERO_OR_NULL
t_6f961962,comment_count,2,2,NULL,OMITTED_NONZERO
t_6f961962,link_parents,2,2,NULL,OMITTED_NONZERO
t_6f961962,link_children,0,0,NULL,IMPLICIT_ZERO
t_6f961962,progress,NULL,NULL,NULL,IMPLICIT_NULL
t_6f961962,created_at,1783052297,1783052297,NULL,OMITTED_NON_NULL
t_6f961962,started_at,NULL,NULL,NULL,IMPLICIT_NULL
t_6f961962,completed_at,1783068719,1783068719,NULL,OMITTED_NON_NULL
t_6f961962,due_at,NULL,NULL,NULL,IMPLICIT_NULL
t_6f961962,last_heartbeat_at,NULL,NULL,NULL,IMPLICIT_NULL
t_7a087d62,title,"Operator-Gates (held-before-release, operator_question) nicht als Heiler-Fehler zaehlen (Build plus Test)","Operator-Gates (held-before-release, operator_question) nicht als Heiler-Fehler zaehlen (Build plus Test)","Operator-Gates (held-before-release, operator_question) nicht als Heiler-Fehler zaehlen (Build plus Test)",MATCH
t_7a087d62,status,done,done,done,MATCH
t_7a087d62,assignee,premium,premium,P,PARTIAL_INITIAL_ONLY
t_7a087d62,lane,NULL,NULL,NULL,N/A_NO_TASK_OR_API_FIELD
t_7a087d62,priority,0,0,NULL,IMPLICIT_ZERO
t_7a087d62,cost_effective_usd,8.5306865,8.5306865,"$8,53",MATCH
t_7a087d62,comment_count,4,4,NULL,OMITTED_NONZERO
t_7a087d62,link_parents,0,0,NULL,IMPLICIT_ZERO
t_7a087d62,link_children,2,2,2,MATCH
t_7a087d62,progress,"{""done"": 2, ""total"": 2}","{""done"": 2, ""total"": 2}",2/2,MATCH
t_7a087d62,created_at,1783052297,1783052297,NULL,OMITTED_NON_NULL
t_7a087d62,started_at,1783065303,1783065303,NULL,OMITTED_NON_NULL
t_7a087d62,completed_at,1783068076,1783068076,NULL,OMITTED_NON_NULL
t_7a087d62,due_at,NULL,NULL,NULL,IMPLICIT_NULL
t_7a087d62,last_heartbeat_at,1783068027,1783068027,NULL,OMITTED_NON_NULL
t_f74e5cc7,title,Review-Urteil zum Hebel,Review-Urteil zum Hebel,Review-Urteil zum Hebel,MATCH
t_f74e5cc7,status,done,done,done,MATCH
t_f74e5cc7,assignee,reviewer,reviewer,R,PARTIAL_INITIAL_ONLY
t_f74e5cc7,lane,NULL,NULL,NULL,N/A_NO_TASK_OR_API_FIELD
t_f74e5cc7,priority,0,0,NULL,IMPLICIT_ZERO
t_f74e5cc7,cost_effective_usd,0.0,0.0,NULL,IMPLICIT_ZERO_OR_NULL
t_f74e5cc7,comment_count,1,1,NULL,OMITTED_NONZERO
t_f74e5cc7,link_parents,1,1,NULL,OMITTED_NONZERO
t_f74e5cc7,link_children,1,1,1,MATCH
t_f74e5cc7,progress,"{""done"": 1, ""total"": 1}","{""done"": 1, ""total"": 1}",1/1,MATCH
t_f74e5cc7,created_at,1783052297,1783052297,NULL,OMITTED_NON_NULL
t_f74e5cc7,started_at,1783068093,1783068093,NULL,OMITTED_NON_NULL
t_f74e5cc7,completed_at,1783068599,1783068599,NULL,OMITTED_NON_NULL
t_f74e5cc7,due_at,NULL,NULL,NULL,IMPLICIT_NULL
t_f74e5cc7,last_heartbeat_at,1783068582,1783068582,NULL,OMITTED_NON_NULL
t_aca040b5,title,"PlanSpec ESCALATION-RELEASE-GATE-ERROR-CONTEXT: Release-Gate/Silent-Block-Eskalationen mit Fehlerkontext befuellen, damit sie klassifizierbar sind","PlanSpec ESCALATION-RELEASE-GATE-ERROR-CONTEXT: Release-Gate/Silent-Block-Eskalationen mit Fehlerkontext befuellen, damit sie klassifizierbar sind","PlanSpec ESCALATION-RELEASE-GATE-ERROR-CONTEXT: Release-Gate/Silent-Block-Eskalationen mit Fehlerkontext befuellen, damit sie klassifizierbar sind",MATCH
t_aca040b5,status,done,done,done,MATCH
t_aca040b5,assignee,NULL,NULL,?,MATCH_NULL_MARKER
t_aca040b5,lane,NULL,NULL,NULL,N/A_NO_TASK_OR_API_FIELD
t_aca040b5,priority,0,0,NULL,IMPLICIT_ZERO
t_aca040b5,cost_effective_usd,0.0,0.0,NULL,IMPLICIT_ZERO_OR_NULL
t_aca040b5,comment_count,2,2,NULL,OMITTED_NONZERO
t_aca040b5,link_parents,2,2,NULL,OMITTED_NONZERO
t_aca040b5,link_children,0,0,NULL,IMPLICIT_ZERO
t_aca040b5,progress,NULL,NULL,NULL,IMPLICIT_NULL
t_aca040b5,created_at,1783052299,1783052299,NULL,OMITTED_NON_NULL
t_aca040b5,started_at,NULL,NULL,NULL,IMPLICIT_NULL
t_aca040b5,completed_at,1783070527,1783070527,NULL,OMITTED_NON_NULL
t_aca040b5,due_at,NULL,NULL,NULL,IMPLICIT_NULL
t_aca040b5,last_heartbeat_at,NULL,NULL,NULL,IMPLICIT_NULL
t_84f59898,title,"Release-Gate/Silent-Block-Eskalationen mit Fehlerkontext befuellen, damit sie klassifizierbar sind (Build plus Test)","Release-Gate/Silent-Block-Eskalationen mit Fehlerkontext befuellen, damit sie klassifizierbar sind (Build plus Test)","Release-Gate/Silent-Block-Eskalationen mit Fehlerkontext befuellen, damit sie klassifizierbar sind (Build plus Test)",MATCH
t_84f59898,status,done,done,done,MATCH
t_84f59898,assignee,premium,premium,P,PARTIAL_INITIAL_ONLY
t_84f59898,lane,NULL,NULL,NULL,N/A_NO_TASK_OR_API_FIELD
t_84f59898,priority,0,0,NULL,IMPLICIT_ZERO
t_84f59898,cost_effective_usd,5.8553393,5.8553393,"$5,86",MATCH
t_84f59898,comment_count,3,3,NULL,OMITTED_NONZERO
t_84f59898,link_parents,0,0,NULL,IMPLICIT_ZERO
t_84f59898,link_children,2,2,2,MATCH
t_84f59898,progress,"{""done"": 2, ""total"": 2}","{""done"": 2, ""total"": 2}",2/2,MATCH
t_84f59898,created_at,1783052299,1783052299,NULL,OMITTED_NON_NULL
t_84f59898,started_at,1783068275,1783068275,NULL,OMITTED_NON_NULL
t_84f59898,completed_at,1783069952,1783069952,NULL,OMITTED_NON_NULL
t_84f59898,due_at,NULL,NULL,NULL,IMPLICIT_NULL
t_84f59898,last_heartbeat_at,1783069940,1783069940,NULL,OMITTED_NON_NULL
t_6c268355,title,Review-Urteil zum Hebel,Review-Urteil zum Hebel,Review-Urteil zum Hebel,MATCH
t_6c268355,status,done,done,done,MATCH
t_6c268355,assignee,reviewer,reviewer,R,PARTIAL_INITIAL_ONLY
t_6c268355,lane,NULL,NULL,NULL,N/A_NO_TASK_OR_API_FIELD
t_6c268355,priority,0,0,NULL,IMPLICIT_ZERO
t_6c268355,cost_effective_usd,0.0,0.0,NULL,IMPLICIT_ZERO_OR_NULL
t_6c268355,comment_count,1,1,NULL,OMITTED_NONZERO
t_6c268355,link_parents,1,1,NULL,OMITTED_NONZERO
t_6c268355,link_children,1,1,1,MATCH
t_6c268355,progress,"{""done"": 1, ""total"": 1}","{""done"": 1, ""total"": 1}",1/1,MATCH
t_6c268355,created_at,1783052299,1783052299,NULL,OMITTED_NON_NULL
t_6c268355,started_at,1783069988,1783069988,NULL,OMITTED_NON_NULL
t_6c268355,completed_at,1783070415,1783070415,NULL,OMITTED_NON_NULL
t_6c268355,due_at,NULL,NULL,NULL,IMPLICIT_NULL
t_6c268355,last_heartbeat_at,1783070356,1783070356,NULL,OMITTED_NON_NULL
t_a88abc3c,title,Review reconcile/fable-night-20260703,Review reconcile/fable-night-20260703,Review reconcile/fable-night-20260703,MATCH
t_a88abc3c,status,done,done,done,MATCH
t_a88abc3c,assignee,reviewer,reviewer,R,PARTIAL_INITIAL_ONLY
t_a88abc3c,lane,NULL,NULL,NULL,N/A_NO_TASK_OR_API_FIELD
t_a88abc3c,priority,0,0,NULL,IMPLICIT_ZERO
t_a88abc3c,cost_effective_usd,0.0,0.0,NULL,IMPLICIT_ZERO_OR_NULL
t_a88abc3c,comment_count,1,1,NULL,OMITTED_NONZERO
t_a88abc3c,link_parents,0,0,NULL,IMPLICIT_ZERO
t_a88abc3c,link_children,0,0,NULL,IMPLICIT_ZERO
t_a88abc3c,progress,NULL,NULL,NULL,IMPLICIT_NULL
t_a88abc3c,created_at,1783057343,1783057343,NULL,OMITTED_NON_NULL
t_a88abc3c,started_at,1783057363,1783057363,NULL,OMITTED_NON_NULL
t_a88abc3c,completed_at,1783057686,1783057686,NULL,OMITTED_NON_NULL
t_a88abc3c,due_at,NULL,NULL,NULL,IMPLICIT_NULL
t_a88abc3c,last_heartbeat_at,1783057673,1783057673,NULL,OMITTED_NON_NULL
t_bd5079d2,title,Bounded final push gate: fable-night main,Bounded final push gate: fable-night main,Bounded final push gate: fable-night main,MATCH
t_bd5079d2,status,done,done,done,MATCH
t_bd5079d2,assignee,reviewer,reviewer,R,PARTIAL_INITIAL_ONLY
t_bd5079d2,lane,NULL,NULL,NULL,N/A_NO_TASK_OR_API_FIELD
t_bd5079d2,priority,0,0,NULL,IMPLICIT_ZERO
t_bd5079d2,cost_effective_usd,0.0,0.0,NULL,IMPLICIT_ZERO_OR_NULL
t_bd5079d2,comment_count,2,2,NULL,OMITTED_NONZERO
t_bd5079d2,link_parents,0,0,NULL,IMPLICIT_ZERO
t_bd5079d2,link_children,0,0,NULL,IMPLICIT_ZERO
t_bd5079d2,progress,NULL,NULL,NULL,IMPLICIT_NULL
t_bd5079d2,created_at,1783061749,1783061749,NULL,OMITTED_NON_NULL
t_bd5079d2,started_at,1783061886,1783061886,NULL,OMITTED_NON_NULL
t_bd5079d2,completed_at,1783062023,1783062023,NULL,OMITTED_NON_NULL
t_bd5079d2,due_at,NULL,NULL,NULL,IMPLICIT_NULL
t_bd5079d2,last_heartbeat_at,1783062014,1783062014,NULL,OMITTED_NON_NULL
t_4dd407c3,title,Scout: review_findings-Consumer bauen und Gateway-Stack live schalten (Build plus Test),Scout: review_findings-Consumer bauen und Gateway-Stack live schalten (Build plus Test),Scout: review_findings-Consumer bauen und Gateway-Stack live schalten (Build plus Test),MATCH
t_4dd407c3,status,done,done,done,MATCH
t_4dd407c3,assignee,scout,scout,S,PARTIAL_INITIAL_ONLY
t_4dd407c3,lane,NULL,NULL,NULL,N/A_NO_TASK_OR_API_FIELD
t_4dd407c3,priority,0,0,NULL,IMPLICIT_ZERO
t_4dd407c3,cost_effective_usd,1.8212754999999996,1.8212754999999996,"$1,82",MATCH
t_4dd407c3,comment_count,1,1,NULL,OMITTED_NONZERO
t_4dd407c3,link_parents,0,0,NULL,IMPLICIT_ZERO
t_4dd407c3,link_children,1,1,1,MATCH
t_4dd407c3,progress,"{""done"": 1, ""total"": 1}","{""done"": 1, ""total"": 1}",1/1,MATCH
t_4dd407c3,created_at,1783065279,1783065279,NULL,OMITTED_NON_NULL
t_4dd407c3,started_at,1783065304,1783065304,NULL,OMITTED_NON_NULL
t_4dd407c3,completed_at,1783065550,1783065550,NULL,OMITTED_NON_NULL
t_4dd407c3,due_at,NULL,NULL,NULL,IMPLICIT_NULL
t_4dd407c3,last_heartbeat_at,1783065492,1783065492,NULL,OMITTED_NON_NULL
t_d99d2e47,title,PlanSpec 2026-07-03-dashboard-agent-terminal-terminate: Dashboard Agent-Terminal Sessions beenden,PlanSpec 2026-07-03-dashboard-agent-terminal-terminate: Dashboard Agent-Terminal Sessions beenden,PlanSpec 2026-07-03-dashboard-agent-terminal-terminate: Dashboard Agent-Terminal Sessions beenden,MATCH
t_d99d2e47,status,done,done,done,MATCH
t_d99d2e47,assignee,NULL,NULL,?,MATCH_NULL_MARKER
t_d99d2e47,lane,NULL,NULL,NULL,N/A_NO_TASK_OR_API_FIELD
t_d99d2e47,priority,0,0,NULL,IMPLICIT_ZERO
t_d99d2e47,cost_effective_usd,0.0,0.0,NULL,IMPLICIT_ZERO_OR_NULL
t_d99d2e47,comment_count,1,1,NULL,OMITTED_NONZERO
t_d99d2e47,link_parents,3,3,NULL,OMITTED_NONZERO
t_d99d2e47,link_children,0,0,NULL,IMPLICIT_ZERO
t_d99d2e47,progress,NULL,NULL,NULL,IMPLICIT_NULL
t_d99d2e47,created_at,1783066421,1783066421,NULL,OMITTED_NON_NULL
t_d99d2e47,started_at,NULL,NULL,NULL,IMPLICIT_NULL
t_d99d2e47,completed_at,1783075336,1783075336,NULL,OMITTED_NON_NULL
t_d99d2e47,due_at,NULL,NULL,NULL,IMPLICIT_NULL
t_d99d2e47,last_heartbeat_at,NULL,NULL,NULL,IMPLICIT_NULL
t_42a1165b,title,Recon: Agent-Terminal Kill/Respawn-Guards und UI-Aktionen belegen,Recon: Agent-Terminal Kill/Respawn-Guards und UI-Aktionen belegen,Recon: Agent-Terminal Kill/Respawn-Guards und UI-Aktionen belegen,MATCH
t_42a1165b,status,done,done,done,MATCH
t_42a1165b,assignee,research,research,R,PARTIAL_INITIAL_ONLY
t_42a1165b,lane,NULL,NULL,NULL,N/A_NO_TASK_OR_API_FIELD
t_42a1165b,priority,0,0,NULL,IMPLICIT_ZERO
t_42a1165b,cost_effective_usd,0.0,0.0,NULL,IMPLICIT_ZERO_OR_NULL
t_42a1165b,comment_count,1,1,NULL,OMITTED_NONZERO
t_42a1165b,link_parents,0,0,NULL,IMPLICIT_ZERO
t_42a1165b,link_children,2,2,2,MATCH
t_42a1165b,progress,"{""done"": 2, ""total"": 2}","{""done"": 2, ""total"": 2}",2/2,MATCH
t_42a1165b,created_at,1783066421,1783066421,NULL,OMITTED_NON_NULL
t_42a1165b,started_at,1783067116,1783067116,NULL,OMITTED_NON_NULL
t_42a1165b,completed_at,1783070396,1783070396,NULL,OMITTED_NON_NULL
t_42a1165b,due_at,NULL,NULL,NULL,IMPLICIT_NULL
t_42a1165b,last_heartbeat_at,1783068351,1783068351,NULL,OMITTED_NON_NULL
t_1657bafb,title,Implement: aktive dashboard-managed Terminal-Sessions sicher beenden,Implement: aktive dashboard-managed Terminal-Sessions sicher beenden,Implement: aktive dashboard-managed Terminal-Sessions sicher beenden,MATCH
t_1657bafb,status,done,done,done,MATCH
t_1657bafb,assignee,coder,coder,C,PARTIAL_INITIAL_ONLY
t_1657bafb,lane,NULL,NULL,NULL,N/A_NO_TASK_OR_API_FIELD
t_1657bafb,priority,0,0,NULL,IMPLICIT_ZERO
t_1657bafb,cost_effective_usd,37.8232177,37.8232177,"$37,82",MATCH
t_1657bafb,comment_count,3,3,NULL,OMITTED_NONZERO
t_1657bafb,link_parents,1,1,NULL,OMITTED_NONZERO
t_1657bafb,link_children,3,3,3,MATCH
t_1657bafb,progress,"{""done"": 3, ""total"": 3}","{""done"": 3, ""total"": 3}",3/3,MATCH
t_1657bafb,created_at,1783066421,1783066421,NULL,OMITTED_NON_NULL
t_1657bafb,started_at,1783071900,1783071900,NULL,OMITTED_NON_NULL
t_1657bafb,completed_at,1783074972,1783074972,NULL,OMITTED_NON_NULL
t_1657bafb,due_at,NULL,NULL,NULL,IMPLICIT_NULL
t_1657bafb,last_heartbeat_at,1783074927,1783074927,NULL,OMITTED_NON_NULL
t_8df8a2ba,title,Review: Terminate-Slice gegen Safety/UX/Gates pruefen,Review: Terminate-Slice gegen Safety/UX/Gates pruefen,Review: Terminate-Slice gegen Safety/UX/Gates pruefen,MATCH
t_8df8a2ba,status,done,done,done,MATCH
t_8df8a2ba,assignee,reviewer,reviewer,R,PARTIAL_INITIAL_ONLY
t_8df8a2ba,lane,NULL,NULL,NULL,N/A_NO_TASK_OR_API_FIELD
t_8df8a2ba,priority,0,0,NULL,IMPLICIT_ZERO
t_8df8a2ba,cost_effective_usd,0.0,0.0,NULL,IMPLICIT_ZERO_OR_NULL
t_8df8a2ba,comment_count,1,1,NULL,OMITTED_NONZERO
t_8df8a2ba,link_parents,1,1,NULL,OMITTED_NONZERO
t_8df8a2ba,link_children,1,1,1,MATCH
t_8df8a2ba,progress,"{""done"": 1, ""total"": 1}","{""done"": 1, ""total"": 1}",1/1,MATCH
t_8df8a2ba,created_at,1783066421,1783066421,NULL,OMITTED_NON_NULL
t_8df8a2ba,started_at,1783074978,1783074978,NULL,OMITTED_NON_NULL
t_8df8a2ba,completed_at,1783075214,1783075214,NULL,OMITTED_NON_NULL
t_8df8a2ba,due_at,NULL,NULL,NULL,IMPLICIT_NULL
t_8df8a2ba,last_heartbeat_at,1783075162,1783075162,NULL,OMITTED_NON_NULL
t_50a1983f,title,DESIGN-ENTSCHEIDUNG (Operator): billing_provider-Semantik in update_token_counts,DESIGN-ENTSCHEIDUNG (Operator): billing_provider-Semantik in update_token_counts,DESIGN-ENTSCHEIDUNG (Operator): billing_provider-Semantik in update_token_counts,MATCH
t_50a1983f,status,done,done,done,MATCH
t_50a1983f,assignee,coder,coder,C,PARTIAL_INITIAL_ONLY
t_50a1983f,lane,NULL,NULL,NULL,N/A_NO_TASK_OR_API_FIELD
t_50a1983f,priority,0,0,NULL,IMPLICIT_ZERO
t_50a1983f,cost_effective_usd,2.230645,2.230645,"$2,23",MATCH
t_50a1983f,comment_count,5,5,NULL,OMITTED_NONZERO
t_50a1983f,link_parents,0,0,NULL,IMPLICIT_ZERO
t_50a1983f,link_children,0,0,NULL,IMPLICIT_ZERO
t_50a1983f,progress,NULL,NULL,NULL,IMPLICIT_NULL
t_50a1983f,created_at,1783066514,1783066514,NULL,OMITTED_NON_NULL
t_50a1983f,started_at,1783066570,1783066570,NULL,OMITTED_NON_NULL
t_50a1983f,completed_at,1783072100,1783072100,NULL,OMITTED_NON_NULL
t_50a1983f,due_at,NULL,NULL,NULL,IMPLICIT_NULL
t_50a1983f,last_heartbeat_at,1783070773,1783070773,NULL,OMITTED_NON_NULL
t_2502eded,title,[Release-Gate] Dashboard build + runtime activation check for t_38e45e24/t_9ff03bf9,[Release-Gate] Dashboard build + runtime activation check for t_38e45e24/t_9ff03bf9,[Release-Gate] Dashboard build + runtime activation check for t_38e45e24/t_9ff03bf9,MATCH
t_2502eded,status,done,done,done,MATCH
t_2502eded,assignee,verifier,verifier,V,PARTIAL_INITIAL_ONLY
t_2502eded,lane,NULL,NULL,NULL,N/A_NO_TASK_OR_API_FIELD
t_2502eded,priority,0,0,NULL,IMPLICIT_ZERO
t_2502eded,cost_effective_usd,0.059493449999999996,0.059493449999999996,"$0,06",MATCH
t_2502eded,comment_count,2,2,NULL,OMITTED_NONZERO
t_2502eded,link_parents,1,1,NULL,OMITTED_NONZERO
t_2502eded,link_children,0,0,NULL,IMPLICIT_ZERO
t_2502eded,progress,NULL,NULL,NULL,IMPLICIT_NULL
t_2502eded,created_at,1783069506,1783069506,NULL,OMITTED_NON_NULL
t_2502eded,started_at,1783071176,1783071176,NULL,OMITTED_NON_NULL
t_2502eded,completed_at,1783071263,1783071263,NULL,OMITTED_NON_NULL
t_2502eded,due_at,NULL,NULL,NULL,IMPLICIT_NULL
t_2502eded,last_heartbeat_at,1783071245,1783071245,NULL,OMITTED_NON_NULL
t_6a19206a,title,PlanSpec 2026-07-03-strategist-outcome-loop: Strategist Outcome-Loop schließen (Variante B),PlanSpec 2026-07-03-strategist-outcome-loop: Strategist Outcome-Loop schließen (Variante B),PlanSpec 2026-07-03-strategist-outcome-loop: Strategist Outcome-Loop schließen (Variante B),MATCH
t_6a19206a,status,done,done,done,MATCH
t_6a19206a,assignee,NULL,NULL,?,MATCH_NULL_MARKER
t_6a19206a,lane,NULL,NULL,NULL,N/A_NO_TASK_OR_API_FIELD
t_6a19206a,priority,0,0,NULL,IMPLICIT_ZERO
t_6a19206a,cost_effective_usd,0.0,0.0,NULL,IMPLICIT_ZERO_OR_NULL
t_6a19206a,comment_count,1,1,NULL,OMITTED_NONZERO
t_6a19206a,link_parents,2,2,NULL,OMITTED_NONZERO
t_6a19206a,link_children,0,0,NULL,IMPLICIT_ZERO
t_6a19206a,progress,NULL,NULL,NULL,IMPLICIT_NULL
t_6a19206a,created_at,1783072081,1783072081,NULL,OMITTED_NON_NULL
t_6a19206a,started_at,NULL,NULL,NULL,IMPLICIT_NULL
t_6a19206a,completed_at,1783083799,1783083799,NULL,OMITTED_NON_NULL
t_6a19206a,due_at,NULL,NULL,NULL,IMPLICIT_NULL
t_6a19206a,last_heartbeat_at,NULL,NULL,NULL,IMPLICIT_NULL
t_cced2186,title,Ship-Stempel: strategist-Root-Completion stempelt lever-outcomes.json,Ship-Stempel: strategist-Root-Completion stempelt lever-outcomes.json,Ship-Stempel: strategist-Root-Completion stempelt lever-outcomes.json,MATCH
t_cced2186,status,done,done,done,MATCH
t_cced2186,assignee,reviewer,reviewer,R,PARTIAL_INITIAL_ONLY
t_cced2186,lane,NULL,NULL,NULL,N/A_NO_TASK_OR_API_FIELD
t_cced2186,priority,0,0,NULL,IMPLICIT_ZERO
t_cced2186,cost_effective_usd,11.70023335,11.70023335,"$11,70",MATCH
t_cced2186,comment_count,10,10,NULL,OMITTED_NONZERO
t_cced2186,link_parents,0,0,NULL,IMPLICIT_ZERO
t_cced2186,link_children,3,3,3,MATCH
t_cced2186,progress,"{""done"": 2, ""total"": 3}","{""done"": 2, ""total"": 3}",2/3,MATCH
t_cced2186,created_at,1783072081,1783072081,NULL,OMITTED_NON_NULL
t_cced2186,started_at,1783074554,1783074554,NULL,OMITTED_NON_NULL
t_cced2186,completed_at,1783081966,1783081966,NULL,OMITTED_NON_NULL
t_cced2186,due_at,NULL,NULL,NULL,IMPLICIT_NULL
t_cced2186,last_heartbeat_at,1783079032,1783079032,NULL,OMITTED_NON_NULL
t_965ae024,title,Reflect misst geshippte Lever und schreibt Verdicts,Reflect misst geshippte Lever und schreibt Verdicts,Reflect misst geshippte Lever und schreibt Verdicts,MATCH
t_965ae024,status,done,done,done,MATCH
t_965ae024,assignee,coder,coder,C,PARTIAL_INITIAL_ONLY
t_965ae024,lane,NULL,NULL,NULL,N/A_NO_TASK_OR_API_FIELD
t_965ae024,priority,0,0,NULL,IMPLICIT_ZERO
t_965ae024,cost_effective_usd,4.469674599999999,4.469674599999999,"$4,47",MATCH
t_965ae024,comment_count,3,3,NULL,OMITTED_NONZERO
t_965ae024,link_parents,2,2,NULL,OMITTED_NONZERO
t_965ae024,link_children,1,1,1,MATCH
t_965ae024,progress,"{""done"": 1, ""total"": 1}","{""done"": 1, ""total"": 1}",1/1,MATCH
t_965ae024,created_at,1783072081,1783072081,NULL,OMITTED_NON_NULL
t_965ae024,started_at,1783081968,1783081968,NULL,OMITTED_NON_NULL
t_965ae024,completed_at,1783083799,1783083799,NULL,OMITTED_NON_NULL
t_965ae024,due_at,NULL,NULL,NULL,IMPLICIT_NULL
t_965ae024,last_heartbeat_at,1783083718,1783083718,NULL,OMITTED_NON_NULL
t_26b22b7c,title,Scout: Reflect misst geshippte Lever und schreibt Verdicts,Scout: Reflect misst geshippte Lever und schreibt Verdicts,Scout: Reflect misst geshippte Lever und schreibt Verdicts,MATCH
t_26b22b7c,status,done,done,done,MATCH
t_26b22b7c,assignee,scout,scout,S,PARTIAL_INITIAL_ONLY
t_26b22b7c,lane,NULL,NULL,NULL,N/A_NO_TASK_OR_API_FIELD
t_26b22b7c,priority,0,0,NULL,IMPLICIT_ZERO
t_26b22b7c,cost_effective_usd,1.4299524999999997,1.4299524999999997,"$1,43",MATCH
t_26b22b7c,comment_count,1,1,NULL,OMITTED_NONZERO
t_26b22b7c,link_parents,0,0,NULL,IMPLICIT_ZERO
t_26b22b7c,link_children,1,1,1,MATCH
t_26b22b7c,progress,"{""done"": 1, ""total"": 1}","{""done"": 1, ""total"": 1}",1/1,MATCH
t_26b22b7c,created_at,1783072081,1783072081,NULL,OMITTED_NON_NULL
t_26b22b7c,started_at,1783072082,1783072082,NULL,OMITTED_NON_NULL
t_26b22b7c,completed_at,1783072262,1783072262,NULL,OMITTED_NON_NULL
t_26b22b7c,due_at,NULL,NULL,NULL,IMPLICIT_NULL
t_26b22b7c,last_heartbeat_at,1783072206,1783072206,NULL,OMITTED_NON_NULL
t_f299454a,title,PlanSpec 2026-07-03-strategist-freshness-gate: Strategist Frische- und Overlap-Gate am Propose (Variante C),PlanSpec 2026-07-03-strategist-freshness-gate: Strategist Frische- und Overlap-Gate am Propose (Variante C),PlanSpec 2026-07-03-strategist-freshness-gate: Strategist Frische- und Overlap-Gate am Propose (Variante C),MATCH
t_f299454a,status,done,done,done,MATCH
t_f299454a,assignee,NULL,NULL,?,MATCH_NULL_MARKER
t_f299454a,lane,NULL,NULL,NULL,N/A_NO_TASK_OR_API_FIELD
t_f299454a,priority,0,0,NULL,IMPLICIT_ZERO
t_f299454a,cost_effective_usd,0.0,0.0,NULL,IMPLICIT_ZERO_OR_NULL
t_f299454a,comment_count,2,2,NULL,OMITTED_NONZERO
t_f299454a,link_parents,2,2,NULL,OMITTED_NONZERO
t_f299454a,link_children,0,0,NULL,IMPLICIT_ZERO
t_f299454a,progress,NULL,NULL,NULL,IMPLICIT_NULL
t_f299454a,created_at,1783072082,1783072082,NULL,OMITTED_NON_NULL
